,L,max_stay_counter,m,n,quench,struc_count,ITC
54109,42,6,0.01,1.3,0.2,503.66,216.1174013
54110,42,6,0.01,1.3,0.3,507.5,218.617632
54111,42,6,0.01,1.3,0.4,531.72,216.2703045
54112,42,6,0.01,1.3,0.5,532.36,215.9850435
54113,42,6,0.01,1.3,0.65,525.3,217.4932301
54114,42,6,0.01,1.3,0.8,577.26,215.1865086
54115,42,6,0.01,1.3,1,525.24,218.0022175
54116,42,6,0.01,1.3,2,529.92,215.8407827
54117,42,6,0.01,1.4,0.1,551.44,216.5258861
54118,42,6,0.01,1.4,0.2,526.94,217.74066
54119,42,6,0.01,1.4,0.3,563.34,215.691403
54120,42,6,0.01,1.4,0.4,544.56,216.6868758
54121,42,6,0.01,1.4,0.5,565.48,216.6455572
54122,42,6,0.01,1.4,0.65,537.16,215.6538371
54123,42,6,0.01,1.4,0.8,504.82,215.9595561
54124,42,6,0.01,1.4,1,536.28,216.1927691
54125,42,6,0.01,1.4,2,536.74,216.3388523
54126,42,6,0.01,1.5,0.1,546.18,216.082807
54127,42,6,0.01,1.5,0.2,562,218.1046138
54128,42,6,0.01,1.5,0.3,506.58,215.8817597
54129,42,6,0.01,1.5,0.4,541.38,217.2455092
54130,42,6,0.01,1.5,0.5,491.88,216.2864151
54131,42,6,0.01,1.5,0.65,539.34,216.0251641
54132,42,6,0.01,1.5,0.8,507.82,215.4240364
54133,42,6,0.01,1.5,1,515.76,217.4947576
54134,42,6,0.01,1.5,2,600.4,216.0698213
54135,42,6,0.01,1.6,0.1,516.58,218.5099182
54136,42,6,0.01,1.6,0.2,501.48,217.1010538
54137,42,6,0.01,1.6,0.3,523.58,216.9308745
54138,42,6,0.01,1.6,0.4,527.34,216.1375324
54139,42,6,0.01,1.6,0.5,538.06,218.5419855
54140,42,6,0.01,1.6,0.65,541.22,217.8463467
54141,42,6,0.01,1.6,0.8,537.7,216.1809936
54142,42,6,0.01,1.6,1,485,216.9126024
54143,42,6,0.01,1.6,2,548.1,214.9074038
54144,42,6,0.01,1.7,0.1,543.84,218.5661834
54145,42,6,0.01,1.7,0.2,558.68,216.5552679
54146,42,6,0.01,1.7,0.3,518.34,214.6367638
54147,42,6,0.01,1.7,0.4,531.88,218.0334835
54148,42,6,0.01,1.7,0.5,570.26,216.7403965
54149,42,6,0.01,1.7,0.65,515.68,217.005666
54150,42,6,0.01,1.7,0.8,537.16,217.6759104
54151,42,6,0.01,1.7,1,466.66,219.0502177
54152,42,6,0.01,1.7,2,542.2,216.3993659
54153,42,6,0.01,1.8,0.1,542.12,215.6145341
54154,42,6,0.01,1.8,0.2,535.46,214.3365156
54155,42,6,0.01,1.8,0.3,540.34,216.2951932
54156,42,6,0.01,1.8,0.4,541.78,217.6494867
54157,42,6,0.01,1.8,0.5,505.2,216.1273977
54158,42,6,0.01,1.8,0.65,564.98,215.6928139
54159,42,6,0.01,1.8,0.8,557.68,215.1956596
54160,42,6,0.01,1.8,1,506.04,217.0650249
54161,42,6,0.01,1.8,2,503.52,216.4920471
54162,42,6,0.01,1.9,0.1,530.84,217.4122707
54163,42,6,0.01,1.9,0.2,551.3,215.503755
54164,42,6,0.01,1.9,0.3,533.74,216.8180729
54165,42,6,0.01,1.9,0.4,521.98,215.5727869
54166,42,6,0.01,1.9,0.5,547.58,216.2997683
54167,42,6,0.01,1.9,0.65,548.7,215.7588966
54168,42,6,0.01,1.9,0.8,544.04,214.2757939
54169,42,6,0.01,1.9,1,558.94,215.3462759
54170,42,6,0.01,1.9,2,572.78,213.4128654
54171,42,6,0.01,2,0.1,523.82,219.6487392
54172,42,6,0.01,2,0.2,529.36,214.9834734
54173,42,6,0.01,2,0.3,552.48,215.4522738
54174,42,6,0.01,2,0.4,529.76,214.8474598
54175,42,6,0.01,2,0.5,505.84,215.9713553
54176,42,6,0.01,2,0.65,514.98,216.5935681
54177,42,6,0.01,2,0.8,518.72,218.5169267
54178,42,6,0.01,2,1,511.22,217.0959532
54179,42,6,0.01,2,2,544.96,215.6543049
54180,42,6,0.2,0.1,0.1,545.32,215.9919631
54181,42,6,0.2,0.1,0.2,549.72,215.9298278
54182,42,6,0.2,0.1,0.3,507.68,217.1755735
54183,42,6,0.2,0.1,0.4,569.58,216.8721861
54184,42,6,0.2,0.1,0.5,513.36,217.7554316
54185,42,6,0.2,0.1,0.65,573.44,213.6429372
54186,42,6,0.2,0.1,0.8,560.76,216.4965145
54187,42,6,0.2,0.1,1,545.12,214.133475
54188,42,6,0.2,0.1,2,359.28,211.0952342
54189,42,6,0.2,0.2,0.1,498.38,217.2179159
54190,42,6,0.2,0.2,0.2,597.74,215.9365943
54191,42,6,0.2,0.2,0.3,559.74,213.2911732
54192,42,6,0.2,0.2,0.4,524.34,214.50281
54193,42,6,0.2,0.2,0.5,528.24,215.7631497
54194,42,6,0.2,0.2,0.65,568.94,215.5614887
54195,42,6,0.2,0.2,0.8,560.52,213.6546476
54196,42,6,0.2,0.2,1,575.34,212.6995734
54197,42,6,0.2,0.2,2,383.32,211.3132228
54198,42,6,0.2,0.3,0.1,540.12,216.7200999
54199,42,6,0.2,0.3,0.2,522.96,214.5190339
54200,42,6,0.2,0.3,0.3,508.78,215.5473382
54201,42,6,0.2,0.3,0.4,540.7,218.2861056
54202,42,6,0.2,0.3,0.5,554.8,214.5983192
54203,42,6,0.2,0.3,0.65,560.68,215.4366371
54204,42,6,0.2,0.3,0.8,575.78,215.5901356
54205,42,6,0.2,0.3,1,576.52,214.4758866
54206,42,6,0.2,0.3,2,413.36,210.5855043
54207,42,6,0.2,0.4,0.1,555.38,215.5107228
54208,42,6,0.2,0.4,0.2,496.26,215.5082678
54209,42,6,0.2,0.4,0.3,537.46,216.3161319
54210,42,6,0.2,0.4,0.4,575.02,214.7082217
54211,42,6,0.2,0.4,0.5,509.42,217.3955106
54212,42,6,0.2,0.4,0.65,561.82,214.0255916
54213,42,6,0.2,0.4,0.8,555.44,214.6252372
54214,42,6,0.2,0.4,1,567.14,214.2575408
54215,42,6,0.2,0.4,2,444.9,208.8305312
54216,42,6,0.2,0.5,0.1,539.2,217.923739
54217,42,6,0.2,0.5,0.2,568.96,217.651002
54218,42,6,0.2,0.5,0.3,536.58,217.3662813
54219,42,6,0.2,0.5,0.4,532.62,215.4358079
54220,42,6,0.2,0.5,0.5,515.3,215.8011841
54221,42,6,0.2,0.5,0.65,507.5,218.7399466
54222,42,6,0.2,0.5,0.8,570.22,215.6596584
54223,42,6,0.2,0.5,1,573.24,217.8846178
54224,42,6,0.2,0.5,2,456.28,208.9804207
54225,42,6,0.2,0.6,0.1,544.18,216.6851334
54226,42,6,0.2,0.6,0.2,533.94,217.5124853
54227,42,6,0.2,0.6,0.3,519.2,217.5118195
54228,42,6,0.2,0.6,0.4,565.06,215.5945202
54229,42,6,0.2,0.6,0.5,586.6,216.3759328
54230,42,6,0.2,0.6,0.65,565.36,212.7513618
54231,42,6,0.2,0.6,0.8,522.24,217.1153386
54232,42,6,0.2,0.6,1,580.82,214.4983434
54233,42,6,0.2,0.6,2,462.3,212.2761034
54234,42,6,0.2,0.7,0.1,515.3,218.2387487
54235,42,6,0.2,0.7,0.2,515.26,216.6820715
54236,42,6,0.2,0.7,0.3,592.48,218.5187254
54237,42,6,0.2,0.7,0.4,532.12,215.5584554
54238,42,6,0.2,0.7,0.5,545.2,216.6295604
54239,42,6,0.2,0.7,0.65,559.56,217.6286931
54240,42,6,0.2,0.7,0.8,598.02,213.8442829
54241,42,6,0.2,0.7,1,553.06,216.4979193
54242,42,6,0.2,0.7,2,510.7,210.607835
54243,42,6,0.2,0.8,0.1,547.22,216.6029144
54244,42,6,0.2,0.8,0.2,520.72,214.7716458
54245,42,6,0.2,0.8,0.3,565.1,215.0244225
54246,42,6,0.2,0.8,0.4,553.6,217.6626582
54247,42,6,0.2,0.8,0.5,534.76,215.8243229
54248,42,6,0.2,0.8,0.65,557.88,215.2449787
54249,42,6,0.2,0.8,0.8,511.08,216.3569224
54250,42,6,0.2,0.8,1,521.98,215.1199622
54251,42,6,0.2,0.8,2,503.8,211.9850272
54252,42,6,0.2,0.9,0.1,507.54,215.5825738
54253,42,6,0.2,0.9,0.2,572.36,216.1307497
54254,42,6,0.2,0.9,0.3,562.98,216.024179
54255,42,6,0.2,0.9,0.4,517.76,216.5334926
54256,42,6,0.2,0.9,0.5,547.24,218.8606991
54257,42,6,0.2,0.9,0.65,565.24,213.9230529
54258,42,6,0.2,0.9,0.8,534.36,216.7710577
54259,42,6,0.2,0.9,1,558.68,214.1652738
54260,42,6,0.2,0.9,2,519.56,215.4016699
54261,42,6,0.2,1,0.1,530.22,215.893683
54262,42,6,0.2,1,0.2,583.2,214.6822509
54263,42,6,0.2,1,0.3,547.2,216.6934836
54264,42,6,0.2,1,0.4,574.84,217.6857509
54265,42,6,0.2,1,0.5,529.3,215.1323086
54266,42,6,0.2,1,0.65,494.04,215.8999606
54267,42,6,0.2,1,0.8,588.86,214.2030662
54268,42,6,0.2,1,1,554.62,215.7734051
54269,42,6,0.2,1,2,521.22,212.8801655
54270,42,6,0.2,1.1,0.1,495.14,217.7737254
54271,42,6,0.2,1.1,0.2,541.88,216.6718819
54272,42,6,0.2,1.1,0.3,539.36,218.2604115
54273,42,6,0.2,1.1,0.4,509.74,217.2288934
54274,42,6,0.2,1.1,0.5,527.92,216.2557994
54275,42,6,0.2,1.1,0.65,604.8,213.3525396
54276,42,6,0.2,1.1,0.8,567.84,214.8577857
54277,42,6,0.2,1.1,1,543.68,213.5135924
54278,42,6,0.2,1.1,2,546.04,212.94628
54279,42,6,0.2,1.2,0.1,522.54,214.3922316
54280,42,6,0.2,1.2,0.2,530.56,214.8826846
54281,42,6,0.2,1.2,0.3,543.02,214.6451168
54282,42,6,0.2,1.2,0.4,560.52,213.5164889
54283,42,6,0.2,1.2,0.5,495.2,215.6312671
54284,42,6,0.2,1.2,0.65,561.1,215.1391679
54285,42,6,0.2,1.2,0.8,559.3,216.874435
54286,42,6,0.2,1.2,1,528.52,216.3377011
54287,42,6,0.2,1.2,2,509.78,215.6695233
54288,42,6,0.2,1.3,0.1,536.34,215.3653623
54289,42,6,0.2,1.3,0.2,528.92,216.2314239
54290,42,6,0.2,1.3,0.3,513.1,214.7563895
54291,42,6,0.2,1.3,0.4,545.64,216.152504
54292,42,6,0.2,1.3,0.5,528.8,217.3667119
54293,42,6,0.2,1.3,0.65,538.44,216.1654437
54294,42,6,0.2,1.3,0.8,541.38,217.9604093
54295,42,6,0.2,1.3,1,525.58,215.6544127
54296,42,6,0.2,1.3,2,576.36,211.8104666
54297,42,6,0.2,1.4,0.1,544.24,217.2112926
54298,42,6,0.2,1.4,0.2,533.88,216.1800946
54299,42,6,0.2,1.4,0.3,542.78,217.9041808
54300,42,6,0.2,1.4,0.4,532.78,218.5183206
54301,42,6,0.2,1.4,0.5,553.5,218.6255165
54302,42,6,0.2,1.4,0.65,484,216.4587634
54303,42,6,0.2,1.4,0.8,612.8,215.4612796
54304,42,6,0.2,1.4,1,555.56,215.3244498
54305,42,6,0.2,1.4,2,617.52,215.3706365
54306,42,6,0.2,1.5,0.1,522.04,214.926059
54307,42,6,0.2,1.5,0.2,524.66,216.9088022
54308,42,6,0.2,1.5,0.3,522,218.2041564
54309,42,6,0.2,1.5,0.4,580.48,213.3704836
54310,42,6,0.2,1.5,0.5,568.04,216.2024048
54311,42,6,0.2,1.5,0.65,508.1,216.9138085
54312,42,6,0.2,1.5,0.8,530.06,215.2669262
54313,42,6,0.2,1.5,1,531.14,216.3546348
54314,42,6,0.2,1.5,2,532.6,215.0780469
54315,42,6,0.2,1.6,0.1,571.18,215.480802
54316,42,6,0.2,1.6,0.2,573.52,217.2010649
54317,42,6,0.2,1.6,0.3,563.12,214.9872071
54318,42,6,0.2,1.6,0.4,546.12,216.531424
54319,42,6,0.2,1.6,0.5,581.54,214.6863541
54320,42,6,0.2,1.6,0.65,562.42,216.5032422
54321,42,6,0.2,1.6,0.8,519.62,217.4147488
54322,42,6,0.2,1.6,1,521.46,218.5014079
54323,42,6,0.2,1.6,2,587.42,215.009053
54324,42,6,0.2,1.7,0.1,561.56,214.9137051
54325,42,6,0.2,1.7,0.2,510.2,216.5390027
54326,42,6,0.2,1.7,0.3,538.24,217.4698126
54327,42,6,0.2,1.7,0.4,490.7,215.6890504
54328,42,6,0.2,1.7,0.5,538.92,217.2968006
54329,42,6,0.2,1.7,0.65,564.96,214.7460588
54330,42,6,0.2,1.7,0.8,556.38,215.6571267
54331,42,6,0.2,1.7,1,609.7,216.5122637
54332,42,6,0.2,1.7,2,555.84,214.4101898
54333,42,6,0.2,1.8,0.1,536.96,218.7301468
54334,42,6,0.2,1.8,0.2,559.2,217.1000823
54335,42,6,0.2,1.8,0.3,505.96,216.8563704
54336,42,6,0.2,1.8,0.4,536.56,216.1658898
54337,42,6,0.2,1.8,0.5,519.32,216.309817
54338,42,6,0.2,1.8,0.65,517.58,215.5679121
54339,42,6,0.2,1.8,0.8,537.48,216.1616225
54340,42,6,0.2,1.8,1,528.52,218.7189015
54341,42,6,0.2,1.8,2,568.82,217.8236066
54342,42,6,0.2,1.9,0.1,571.98,215.1028861
54343,42,6,0.2,1.9,0.2,571.02,217.4062318
54344,42,6,0.2,1.9,0.3,542.7,217.2310041
54345,42,6,0.2,1.9,0.4,534,215.737488
54346,42,6,0.2,1.9,0.5,527.26,216.6459321
54347,42,6,0.2,1.9,0.65,519.04,215.5610982
54348,42,6,0.2,1.9,0.8,569.32,213.3606356
54349,42,6,0.2,1.9,1,595.66,218.0422846
54350,42,6,0.2,1.9,2,502.68,216.5916677
54351,42,6,0.2,2,0.1,535.34,218.2916984
54352,42,6,0.2,2,0.2,515.28,216.5498758
54353,42,6,0.2,2,0.3,555.68,213.8944806
54354,42,6,0.2,2,0.4,560.32,213.1013108
54355,42,6,0.2,2,0.5,508.02,216.3424891
54356,42,6,0.2,2,0.65,530.8,217.1689176
54357,42,6,0.2,2,0.8,539.44,216.570925
54358,42,6,0.2,2,1,534.66,213.6554382
54359,42,6,0.2,2,2,565.5,215.2250007
54360,42,6,0.5,0.1,0.1,547.52,216.5549933
54361,42,6,0.5,0.1,0.2,562.86,215.6620212
54362,42,6,0.5,0.1,0.3,596.56,214.8417999
54363,42,6,0.5,0.1,0.4,571.8,214.5406804
54364,42,6,0.5,0.1,0.5,508.38,216.6845706
54365,42,6,0.5,0.1,0.65,519.1,214.4913342
54366,42,6,0.5,0.1,0.8,575.48,211.1687064
54367,42,6,0.5,0.1,1,535.22,210.1263987
54368,42,6,0.5,0.1,2,249.9,213.416989
54369,42,6,0.5,0.2,0.1,526.84,216.7299532
54370,42,6,0.5,0.2,0.2,530.74,216.8530136
54371,42,6,0.5,0.2,0.3,548.98,214.0068747
54372,42,6,0.5,0.2,0.4,585.4,211.5015691
54373,42,6,0.5,0.2,0.5,521.42,214.2909859
54374,42,6,0.5,0.2,0.65,608.36,209.7539624
54375,42,6,0.5,0.2,0.8,574.58,212.2119497
54376,42,6,0.5,0.2,1,517.78,208.9868359
54377,42,6,0.5,0.2,2,265.9,212.4236152
54378,42,6,0.5,0.3,0.1,558.62,214.65141
54379,42,6,0.5,0.3,0.2,537.04,216.1834263
54380,42,6,0.5,0.3,0.3,559.76,216.1248504
54381,42,6,0.5,0.3,0.4,545.18,214.4222277
54382,42,6,0.5,0.3,0.5,543.02,214.7655777
54383,42,6,0.5,0.3,0.65,539,214.6624363
54384,42,6,0.5,0.3,0.8,575.78,212.1365995
54385,42,6,0.5,0.3,1,515.62,212.20108
54386,42,6,0.5,0.3,2,290.68,212.5809024
54387,42,6,0.5,0.4,0.1,577.38,215.7023493
54388,42,6,0.5,0.4,0.2,576.74,215.4611657
54389,42,6,0.5,0.4,0.3,537.62,214.8263652
54390,42,6,0.5,0.4,0.4,581.76,216.2624987
54391,42,6,0.5,0.4,0.5,579.76,212.9918152
54392,42,6,0.5,0.4,0.65,550.8,214.363277
54393,42,6,0.5,0.4,0.8,600.66,213.806161
54394,42,6,0.5,0.4,1,575.72,212.271548
54395,42,6,0.5,0.4,2,314.9,209.8984612
54396,42,6,0.5,0.5,0.1,512.12,214.9202817
54397,42,6,0.5,0.5,0.2,532.48,215.1427946
54398,42,6,0.5,0.5,0.3,539.5,217.1318764
54399,42,6,0.5,0.5,0.4,540.9,214.1067563
54400,42,6,0.5,0.5,0.5,562.22,216.2899746
54401,42,6,0.5,0.5,0.65,590.04,212.4655285
54402,42,6,0.5,0.5,0.8,514.42,213.3813424
54403,42,6,0.5,0.5,1,585.38,210.7793045
54404,42,6,0.5,0.5,2,346.14,211.9656683
54405,42,6,0.5,0.6,0.1,544.68,214.5754177
54406,42,6,0.5,0.6,0.2,522.92,216.3746358
54407,42,6,0.5,0.6,0.3,524.04,214.281942
54408,42,6,0.5,0.6,0.4,554.6,214.7335904
54409,42,6,0.5,0.6,0.5,552.18,214.5017022
54410,42,6,0.5,0.6,0.65,563.9,212.8718248
54411,42,6,0.5,0.6,0.8,536.1,212.108691
54412,42,6,0.5,0.6,1,548.08,212.0299135
54413,42,6,0.5,0.6,2,363.54,213.1469755
54414,42,6,0.5,0.7,0.1,532.84,215.4055141
54415,42,6,0.5,0.7,0.2,579.8,215.7366649
54416,42,6,0.5,0.7,0.3,562.66,216.2829472
54417,42,6,0.5,0.7,0.4,575.38,215.4741671
54418,42,6,0.5,0.7,0.5,545.32,216.2063244
54419,42,6,0.5,0.7,0.65,565.76,213.5131951
54420,42,6,0.5,0.7,0.8,574.56,212.3318242
54421,42,6,0.5,0.7,1,600.84,212.0401201
54422,42,6,0.5,0.7,2,396.72,209.3560836
54423,42,6,0.5,0.8,0.1,544.62,216.0053502
54424,42,6,0.5,0.8,0.2,557.34,217.1492779
54425,42,6,0.5,0.8,0.3,540.3,213.9028539
54426,42,6,0.5,0.8,0.4,536.82,213.728414
54427,42,6,0.5,0.8,0.5,601.46,216.1702195
54428,42,6,0.5,0.8,0.65,599,213.4891051
54429,42,6,0.5,0.8,0.8,550.9,214.8491494
54430,42,6,0.5,0.8,1,575.82,212.8454587
54431,42,6,0.5,0.8,2,419.18,210.6505171
54432,42,6,0.5,0.9,0.1,540.8,215.4944949
54433,42,6,0.5,0.9,0.2,505.36,217.1910204
54434,42,6,0.5,0.9,0.3,549.82,214.2892305
54435,42,6,0.5,0.9,0.4,529.42,216.4136045
54436,42,6,0.5,0.9,0.5,551.94,213.2272771
54437,42,6,0.5,0.9,0.65,523.9,215.2450946
54438,42,6,0.5,0.9,0.8,531.6,213.4777493
54439,42,6,0.5,0.9,1,559.74,212.0981651
54440,42,6,0.5,0.9,2,445.72,210.0191553
54441,42,6,0.5,1,0.1,513.62,214.9807024
54442,42,6,0.5,1,0.2,534.78,215.9902647
54443,42,6,0.5,1,0.3,603.72,213.3623713
54444,42,6,0.5,1,0.4,507.56,216.6865165
54445,42,6,0.5,1,0.5,542.52,214.2473234
54446,42,6,0.5,1,0.65,590.56,214.5205723
54447,42,6,0.5,1,0.8,554.36,215.8046887
54448,42,6,0.5,1,1,534.46,212.8944733
54449,42,6,0.5,1,2,479.88,210.5552574
54450,42,6,0.5,1.1,0.1,542.46,216.8514563
54451,42,6,0.5,1.1,0.2,518.6,217.5068579
54452,42,6,0.5,1.1,0.3,536.6,217.9750033
54453,42,6,0.5,1.1,0.4,523.38,213.9475999
54454,42,6,0.5,1.1,0.5,555.6,215.8203267
54455,42,6,0.5,1.1,0.65,575.38,213.0517734
54456,42,6,0.5,1.1,0.8,526.76,213.5173214
54457,42,6,0.5,1.1,1,534.9,215.0409034
54458,42,6,0.5,1.1,2,488.2,210.6690529
54459,42,6,0.5,1.2,0.1,556.76,213.4886522
54460,42,6,0.5,1.2,0.2,548.32,214.7249262
54461,42,6,0.5,1.2,0.3,535.08,215.8930578
54462,42,6,0.5,1.2,0.4,530.7,214.7778299
54463,42,6,0.5,1.2,0.5,536.84,216.6220807
54464,42,6,0.5,1.2,0.65,551.32,214.7906671
54465,42,6,0.5,1.2,0.8,614.76,214.0347202
54466,42,6,0.5,1.2,1,594.14,214.28804
54467,42,6,0.5,1.2,2,513.56,211.1003538
54468,42,6,0.5,1.3,0.1,557.46,215.0165394
54469,42,6,0.5,1.3,0.2,535.7,215.7886425
54470,42,6,0.5,1.3,0.3,595.58,215.0405528
54471,42,6,0.5,1.3,0.4,540.54,215.6355162
54472,42,6,0.5,1.3,0.5,552.56,216.3950429
54473,42,6,0.5,1.3,0.65,575.6,214.6618532
54474,42,6,0.5,1.3,0.8,540.42,215.6566365
54475,42,6,0.5,1.3,1,550.74,212.4919305
54476,42,6,0.5,1.3,2,524.48,213.0448009
54477,42,6,0.5,1.4,0.1,580.12,214.393391
54478,42,6,0.5,1.4,0.2,544.9,216.8915356
54479,42,6,0.5,1.4,0.3,538.76,216.4107278
54480,42,6,0.5,1.4,0.4,595.28,214.3329744
54481,42,6,0.5,1.4,0.5,546.22,216.9443389
54482,42,6,0.5,1.4,0.65,561.46,215.7913212
54483,42,6,0.5,1.4,0.8,528.8,216.0268245
54484,42,6,0.5,1.4,1,544.82,215.6115868
54485,42,6,0.5,1.4,2,560.68,213.2149863
54486,42,6,0.5,1.5,0.1,564.6,214.0725085
54487,42,6,0.5,1.5,0.2,591.14,215.1054124
54488,42,6,0.5,1.5,0.3,511.86,217.4950857
54489,42,6,0.5,1.5,0.4,544.56,215.0801806
54490,42,6,0.5,1.5,0.5,569.28,215.8504028
54491,42,6,0.5,1.5,0.65,533.86,215.6848596
54492,42,6,0.5,1.5,0.8,543.58,213.4280844
54493,42,6,0.5,1.5,1,519.24,211.6583959
54494,42,6,0.5,1.5,2,535.14,214.3254398
54495,42,6,0.5,1.6,0.1,548.98,216.3601388
54496,42,6,0.5,1.6,0.2,521.62,214.2971455
54497,42,6,0.5,1.6,0.3,496.28,215.4494336
54498,42,6,0.5,1.6,0.4,518.7,216.784341
54499,42,6,0.5,1.6,0.5,549.36,213.4982913
54500,42,6,0.5,1.6,0.65,557.64,213.8544074
54501,42,6,0.5,1.6,0.8,509.14,216.3225641
54502,42,6,0.5,1.6,1,545.78,214.7494413
54503,42,6,0.5,1.6,2,562.4,213.4746135
54504,42,6,0.5,1.7,0.1,531.92,216.5110338
54505,42,6,0.5,1.7,0.2,538.96,215.7472675
54506,42,6,0.5,1.7,0.3,540.34,215.3447579
54507,42,6,0.5,1.7,0.4,533.24,213.2241434
54508,42,6,0.5,1.7,0.5,542.56,215.4380337
54509,42,6,0.5,1.7,0.65,561.46,216.3411474
54510,42,6,0.5,1.7,0.8,499.42,218.3865676
54511,42,6,0.5,1.7,1,500.84,217.3288747
54512,42,6,0.5,1.7,2,582.24,211.8604684
54513,42,6,0.5,1.8,0.1,550.6,215.2653119
54514,42,6,0.5,1.8,0.2,524.68,216.8709989
54515,42,6,0.5,1.8,0.3,550.2,214.3081603
54516,42,6,0.5,1.8,0.4,529.82,217.7415238
54517,42,6,0.5,1.8,0.5,568.86,214.9127092
54518,42,6,0.5,1.8,0.65,554.92,216.6445429
54519,42,6,0.5,1.8,0.8,551.06,215.3308358
54520,42,6,0.5,1.8,1,578.14,216.9747872
54521,42,6,0.5,1.8,2,580.56,213.344165
54522,42,6,0.5,1.9,0.1,546.16,217.5581825
54523,42,6,0.5,1.9,0.2,545.28,215.0048128
54524,42,6,0.5,1.9,0.3,523.1,214.9616289
54525,42,6,0.5,1.9,0.4,528.16,217.0753997
54526,42,6,0.5,1.9,0.5,539.04,215.5860744
54527,42,6,0.5,1.9,0.65,549.7,215.4613156
54528,42,6,0.5,1.9,0.8,564.14,216.1253284
54529,42,6,0.5,1.9,1,505.36,215.9646574
54530,42,6,0.5,1.9,2,498.78,217.5115652
54531,42,6,0.5,2,0.1,536.88,217.6554619
54532,42,6,0.5,2,0.2,588.96,216.4194116
54533,42,6,0.5,2,0.3,536.48,216.5848958
54534,42,6,0.5,2,0.4,542.16,217.9123574
54535,42,6,0.5,2,0.5,581.56,214.9931979
54536,42,6,0.5,2,0.65,586.16,215.0099445
54537,42,6,0.5,2,0.8,514.64,214.7720187
54538,42,6,0.5,2,1,569.5,214.6140875
54539,42,6,0.5,2,2,541.8,216.0934218
54540,42,6,1,0.1,0.1,518.24,215.8293699
54541,42,6,1,0.1,0.2,568.6,212.5996545
54542,42,6,1,0.1,0.3,574.12,210.7310798
54543,42,6,1,0.1,0.4,539.6,210.5854216
54544,42,6,1,0.1,0.5,580.4,209.9003447
54545,42,6,1,0.1,0.65,535.06,209.0579636
54546,42,6,1,0.1,0.8,500.88,210.5036589
54547,42,6,1,0.1,1,415.52,207.9903136
54548,42,6,1,0.1,2,190.48,214.9945648
54549,42,6,1,0.2,0.1,584.78,213.337987
54550,42,6,1,0.2,0.2,570.6,214.4009887
54551,42,6,1,0.2,0.3,544.08,213.8828414
54552,42,6,1,0.2,0.4,605.12,211.908982
54553,42,6,1,0.2,0.5,547.06,209.2717431
54554,42,6,1,0.2,0.65,514.78,211.05522
54555,42,6,1,0.2,0.8,489.98,209.6745924
54556,42,6,1,0.2,1,442.86,209.7583952
54557,42,6,1,0.2,2,200.42,214.3359691
54558,42,6,1,0.3,0.1,537.14,214.7684308
54559,42,6,1,0.3,0.2,556.14,214.6581676
54560,42,6,1,0.3,0.3,600.04,212.8153358
54561,42,6,1,0.3,0.4,579.9,209.3146327
54562,42,6,1,0.3,0.5,627.64,209.052585
54563,42,6,1,0.3,0.65,536.46,210.7068006
54564,42,6,1,0.3,0.8,515.44,209.8195332
54565,42,6,1,0.3,1,440.76,208.9443836
54566,42,6,1,0.3,2,220.76,214.2058169
54567,42,6,1,0.4,0.1,566,213.770745
54568,42,6,1,0.4,0.2,530.52,212.370715
54569,42,6,1,0.4,0.3,557.78,212.5763205
54570,42,6,1,0.4,0.4,545.94,212.4029057
54571,42,6,1,0.4,0.5,542.74,211.3619452
54572,42,6,1,0.4,0.65,542.22,208.1578399
54573,42,6,1,0.4,0.8,530.34,208.2010489
54574,42,6,1,0.4,1,479.86,208.4850536
54575,42,6,1,0.4,2,235.7,213.9730995
54576,42,6,1,0.5,0.1,514.78,213.366278
54577,42,6,1,0.5,0.2,541.96,212.5387281
54578,42,6,1,0.5,0.3,571.38,212.4806533
54579,42,6,1,0.5,0.4,530.48,210.6160028
54580,42,6,1,0.5,0.5,574.04,212.156149
54581,42,6,1,0.5,0.65,605.78,211.9246262
54582,42,6,1,0.5,0.8,586.68,206.4576464
54583,42,6,1,0.5,1,499.62,209.0622309
54584,42,6,1,0.5,2,259.62,215.2195713
54585,42,6,1,0.6,0.1,554.78,214.9921497
54586,42,6,1,0.6,0.2,593.34,212.6519487
54587,42,6,1,0.6,0.3,536.2,211.8483546
54588,42,6,1,0.6,0.4,529.9,212.9767025
54589,42,6,1,0.6,0.5,586.72,212.1691239
54590,42,6,1,0.6,0.65,561.98,209.6691263
54591,42,6,1,0.6,0.8,526.28,209.8480146
54592,42,6,1,0.6,1,491.04,210.2612156
54593,42,6,1,0.6,2,281.06,211.7428286
54594,42,6,1,0.7,0.1,559.62,212.2748919
54595,42,6,1,0.7,0.2,556.54,214.7569868
54596,42,6,1,0.7,0.3,538.44,214.5334021
54597,42,6,1,0.7,0.4,576.48,210.3517347
54598,42,6,1,0.7,0.5,516.7,212.7918608
54599,42,6,1,0.7,0.65,567.04,209.6966579
54600,42,6,1,0.7,0.8,560.5,212.9843205
54601,42,6,1,0.7,1,506.96,212.0812673
54602,42,6,1,0.7,2,307.28,213.1201755
54603,42,6,1,0.8,0.1,560.1,215.8650449
54604,42,6,1,0.8,0.2,645.82,211.6814052
54605,42,6,1,0.8,0.3,566.02,212.5014347
54606,42,6,1,0.8,0.4,563.6,212.4564535
54607,42,6,1,0.8,0.5,591.16,211.208067
